timestamp,cpu_usage,memory_usage,network_traffic,active_users,current_servers,required_servers
2026-07-24 04:00:00,61,61,311,205,3,3
2026-07-24 05:00:00,69,47,268,159,3,3
2026-07-24 06:00:00,48,41,196,122,2,2
2026-07-24 07:00:00,41,36,175,108,2,2
2026-07-24 08:00:00,45,43,167,120,2,2
2026-07-24 09:00:00,41,49,162,125,2,2
2026-07-24 10:00:00,58,49,204,129,2,3
2026-07-24 11:00:00,51,58,263,185,2,3
2026-07-24 12:00:00,57,65,303,204,2,3
2026-07-24 13:00:00,72,63,317,234,3,3
2026-07-24 14:00:00,66,66,329,259,3,4
2026-07-24 15:00:00,64,71,374,268,4,4
2026-07-24 16:00:00,65,56,313,215,3,3
2026-07-24 17:00:00,50,48,256,168,3,3
2026-07-24 18:00:00,41,49,189,139,2,2
2026-07-24 19:00:00,57,35,219,110,2,3
2026-07-24 20:00:00,37,35,157,103,2,2
2026-07-24 21:00:00,52,40,176,123,2,3
2026-07-24 22:00:00,26,37,194,107,2,2
2026-07-24 23:00:00,56,55,253,196,3,3
2026-07-25 00:00:00,33,40,187,125,2,2
2026-07-25 01:00:00,68,39,167,125,2,3
2026-07-25 02:00:00,45,44,229,143,2,2
2026-07-25 03:00:00,43,48,217,157,2,2
2026-07-25 04:00:00,27,46,186,136,2,2
2026-07-25 05:00:00,32,35,109,87,2,2
2026-07-25 06:00:00,24,28,89,81,2,2
2026-07-25 07:00:00,42,35,148,74,2,2
2026-07-25 08:00:00,12,25,115,65,1,1
2026-07-25 09:00:00,32,42,157,91,1,2
2026-07-25 10:00:00,31,34,116,96,2,2
2026-07-25 11:00:00,37,47,207,97,2,2
2026-07-25 12:00:00,45,38,263,160,2,2
2026-07-25 13:00:00,44,40,185,130,2,2
2026-07-25 14:00:00,38,47,213,140,2,2
2026-07-25 15:00:00,47,52,209,144,2,2
2026-07-25 16:00:00,36,43,200,116,2,2
2026-07-25 17:00:00,29,42,176,112,2,2
2026-07-25 18:00:00,50,29,136,69,2,2
2026-07-25 19:00:00,19,21,111,46,1,1
2026-07-25 20:00:00,17,28,118,45,1,1
2026-07-25 21:00:00,38,34,182,77,2,2
2026-07-25 22:00:00,33,34,200,87,2,2
2026-07-25 23:00:00,60,54,200,121,3,3
2026-07-26 00:00:00,47,32,245,127,3,2
2026-07-26 01:00:00,61,42,188,139,3,3
2026-07-26 02:00:00,47,55,295,172,3,3
2026-07-26 03:00:00,56,57,260,172,3,3
2026-07-26 04:00:00,27,35,172,105,2,2
2026-07-26 05:00:00,20,31,138,95,2,2
2026-07-26 06:00:00,28,29,164,84,2,2
2026-07-26 07:00:00,18,23,147,79,2,1
2026-07-26 08:00:00,31,32,165,56,2,2
2026-07-26 09:00:00,10,26,102,53,1,1
2026-07-26 10:00:00,30,37,169,95,2,2
2026-07-26 11:00:00,30,39,126,84,2,2
2026-07-26 12:00:00,27,42,204,114,2,2
2026-07-26 13:00:00,36,43,245,132,2,2
2026-07-26 14:00:00,48,44,246,144,2,2
2026-07-26 15:00:00,49,43,183,131,2,2
2026-07-26 16:00:00,41,44,211,129,2,2
2026-07-26 17:00:00,25,40,178,104,2,2
2026-07-26 18:00:00,27,27,189,88,2,2
2026-07-26 19:00:00,25,31,114,59,2,2
2026-07-26 20:00:00,34,39,157,88,2,2
2026-07-26 21:00:00,25,27,119,63,1,1
2026-07-26 22:00:00,30,34,147,61,2,2
2026-07-26 23:00:00,41,43,202,119,2,2
2026-07-27 00:00:00,71,66,302,218,2,3
2026-07-27 01:00:00,57,62,315,231,3,3
2026-07-27 02:00:00,63,64,340,233,3,3
2026-07-27 03:00:00,64,56,333,232,3,3
2026-07-27 04:00:00,64,51,302,205,3,3
2026-07-27 05:00:00,41,49,286,178,3,3
2026-07-27 06:00:00,42,46,208,129,2,2
2026-07-27 07:00:00,27,29,188,93,2,2
2026-07-27 08:00:00,26,41,190,89,2,2
2026-07-27 09:00:00,30,41,187,121,2,2
2026-07-27 10:00:00,44,55,222,151,2,2
2026-07-27 11:00:00,72,54,277,209,3,3
2026-07-27 12:00:00,56,55,282,205,3,3
2026-07-27 13:00:00,69,64,342,267,4,4
2026-07-27 14:00:00,52,57,302,216,3,3
2026-07-27 15:00:00,61,57,280,236,3,3
2026-07-27 16:00:00,86,58,339,217,3,4
2026-07-27 17:00:00,50,53,302,185,3,3
2026-07-27 18:00:00,37,38,177,108,2,2
2026-07-27 19:00:00,35,49,222,132,2,2
2026-07-27 20:00:00,39,38,159,98,2,2
2026-07-27 21:00:00,49,37,219,129,2,2
2026-07-27 22:00:00,28,44,214,144,2,2
2026-07-27 23:00:00,50,55,267,197,3,3
2026-07-28 00:00:00,73,59,310,228,3,3
2026-07-28 01:00:00,75,58,353,231,3,3
2026-07-28 02:00:00,59,67,364,262,4,4
2026-07-28 03:00:00,57,61,347,240,4,3
2026-07-28 04:00:00,53,49,271,191,3,3
2026-07-28 05:00:00,39,42,268,164,3,3
2026-07-28 06:00:00,29,44,210,123,2,2
2026-07-28 07:00:00,50,32,186,108,2,2
2026-07-28 08:00:00,25,44,165,89,2,2
2026-07-28 09:00:00,19,39,153,94,2,2
2026-07-28 10:00:00,44,33,151,110,2,2
2026-07-28 11:00:00,44,54,254,163,3,3
2026-07-28 12:00:00,58,59,348,205,3,3
2026-07-28 13:00:00,39,62,315,243,4,4
2026-07-28 14:00:00,77,57,298,250,4,4
2026-07-28 15:00:00,76,67,366,263,4,4
2026-07-28 16:00:00,48,55,253,187,3,3
2026-07-28 17:00:00,46,40,227,149,2,2
2026-07-28 18:00:00,51,49,298,155,2,3
2026-07-28 19:00:00,34,34,169,107,2,2
2026-07-28 20:00:00,31,43,137,99,2,2
2026-07-28 21:00:00,39,34,152,91,2,2
2026-07-28 22:00:00,43,45,171,127,2,2
2026-07-28 23:00:00,69,48,233,160,3,3
2026-07-29 00:00:00,55,52,310,213,3,3
2026-07-29 01:00:00,55,74,404,255,3,4
2026-07-29 02:00:00,62,55,362,238,3,3
2026-07-29 03:00:00,68,58,360,237,3,3
2026-07-29 04:00:00,65,67,365,241,4,4
2026-07-29 05:00:00,52,56,237,180,3,3
2026-07-29 06:00:00,79,51,243,155,4,4
2026-07-29 07:00:00,35,40,105,113,3,2
2026-07-29 08:00:00,34,35,155,110,3,2
2026-07-29 09:00:00,23,42,214,118,2,2
2026-07-29 10:00:00,50,41,145,130,2,2
2026-07-29 11:00:00,46,49,270,163,3,3
2026-07-29 12:00:00,40,63,298,208,3,3
2026-07-29 13:00:00,74,72,396,264,4,4
2026-07-29 14:00:00,57,64,385,252,4,4
2026-07-29 15:00:00,73,65,301,250,4,4
2026-07-29 16:00:00,61,63,359,202,4,3
2026-07-29 17:00:00,38,52,272,160,3,2
2026-07-29 18:00:00,63,52,200,126,3,3
2026-07-29 19:00:00,25,45,180,97,3,2
2026-07-29 20:00:00,28,44,170,120,2,2
2026-07-29 21:00:00,37,29,175,79,2,2
2026-07-29 22:00:00,52,31,168,123,3,3
2026-07-29 23:00:00,42,49,259,178,3,3
2026-07-30 00:00:00,40,48,288,213,3,3
2026-07-30 01:00:00,58,52,287,226,3,3
2026-07-30 02:00:00,78,64,349,239,4,4
2026-07-30 03:00:00,65,62,355,276,4,4
2026-07-30 04:00:00,48,53,316,208,3,3
2026-07-30 05:00:00,44,53,286,176,3,3
2026-07-30 06:00:00,41,48,215,154,2,2
2026-07-30 07:00:00,42,39,175,106,2,2
2026-07-30 08:00:00,29,49,212,129,2,2
2026-07-30 09:00:00,30,42,195,109,2,2
2026-07-30 10:00:00,42,48,197,140,2,2
2026-07-30 11:00:00,45,55,260,173,3,3
2026-07-30 12:00:00,73,55,321,209,3,3
2026-07-30 13:00:00,53,60,330,237,3,3
2026-07-30 14:00:00,69,66,328,262,3,4
2026-07-30 15:00:00,73,65,377,244,3,4
2026-07-30 16:00:00,67,52,356,219,3,3
2026-07-30 17:00:00,54,54,228,175,3,3
2026-07-30 18:00:00,40,48,205,118,3,2
2026-07-30 19:00:00,33,35,133,86,2,2
2026-07-30 20:00:00,30,34,159,94,2,2
2026-07-30 21:00:00,17,46,177,114,2,2
2026-07-30 22:00:00,33,45,196,137,2,2
2026-07-30 23:00:00,54,55,244,190,3,3
